service_id,date,exception_type,exception_note,schedule_type
76360-1111111-0,20220316,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220316,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220316,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220316,1,FINAL,WD
76276-1111100-0,20220316,1,FINAL,WD
76279-1111100-0,20220316,1,FINAL,WD
76280-1111100-0,20220316,1,FINAL,WD
7628019-1111100-19,20220316,1,FINAL Southwestern College,WD
7628029-1111100-29,20220316,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220316,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220316,1,FINAL,WD
76183-1111100-0,20220316,1,FINAL,WD
76344-1111100-0,20220316,1,PRODUCTION,WD
76364-1111100-0,20220316,1,Schedule #119,WD
76360-1111111-0,20220317,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220317,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220317,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220317,1,FINAL,WD
76276-1111100-0,20220317,1,FINAL,WD
76279-1111100-0,20220317,1,FINAL,WD
76280-1111100-0,20220317,1,FINAL,WD
7628019-1111100-19,20220317,1,FINAL Southwestern College,WD
7628029-1111100-29,20220317,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220317,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220317,1,FINAL,WD
76183-1111100-0,20220317,1,FINAL,WD
7618311-1111100-11,20220317,1,FINAL Rural 892,WD
76344-1111100-0,20220317,1,PRODUCTION,WD
76364-1111100-0,20220317,1,Schedule #119,WD
76360-1111111-0,20220318,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220318,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220318,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220318,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220318,1,FINAL,WD
76276-1111100-0,20220318,1,FINAL,WD
76279-1111100-0,20220318,1,FINAL,WD
76280-1111100-0,20220318,1,FINAL,WD
7628019-1111100-19,20220318,1,FINAL Southwestern College,WD
7628051-1111100-51,20220318,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220318,1,FINAL,WD
76183-1111100-0,20220318,1,FINAL,WD
761837-1111100-7,20220318,1,FINAL Rural 888,WD
761839-1111100-9,20220318,1,FINAL Rural 891,WD
76344-1111100-0,20220318,1,PRODUCTION,WD
76364-1111100-0,20220318,1,Schedule #119,WD
76360-1111111-0,20220319,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220319,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220319,1,FINAL,SA
76274-0000010-0,20220319,1,FINAL,SA
76281-0000010-0,20220319,1,FINAL,SA
76346-0000010-0,20220319,1,PRODUCTION,SA
76365-0000010-0,20220319,1,Schedule #119,SA
76360-1111111-0,20220320,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220320,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220320,1,FINAL,SU
76282-0000001-0,20220320,1,FINAL,SU
76348-0000001-0,20220320,1,PRODUCTION,SU
76366-0000001-0,20220320,1,Schedule #119,SU
76360-1111111-0,20220321,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220321,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220321,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220321,1,FINAL,WD
76276-1111100-0,20220321,1,FINAL,WD
76279-1111100-0,20220321,1,FINAL,WD
76280-1111100-0,20220321,1,FINAL,WD
7628019-1111100-19,20220321,1,FINAL Southwestern College,WD
76277-1111100-0,20220321,1,FINAL,WD
76183-1111100-0,20220321,1,FINAL,WD
761837-1111100-7,20220321,1,FINAL Rural 888,WD
76344-1111100-0,20220321,1,PRODUCTION,WD
76364-1111100-0,20220321,1,Schedule #119,WD
76360-1111111-0,20220322,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220322,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220322,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220322,1,FINAL,WD
76276-1111100-0,20220322,1,FINAL,WD
76279-1111100-0,20220322,1,FINAL,WD
76280-1111100-0,20220322,1,FINAL,WD
7628019-1111100-19,20220322,1,FINAL Southwestern College,WD
76277-1111100-0,20220322,1,FINAL,WD
76183-1111100-0,20220322,1,FINAL,WD
76344-1111100-0,20220322,1,PRODUCTION,WD
76364-1111100-0,20220322,1,Schedule #119,WD
76360-1111111-0,20220323,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220323,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220323,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220323,1,FINAL,WD
76276-1111100-0,20220323,1,FINAL,WD
76279-1111100-0,20220323,1,FINAL,WD
76280-1111100-0,20220323,1,FINAL,WD
7628019-1111100-19,20220323,1,FINAL Southwestern College,WD
76277-1111100-0,20220323,1,FINAL,WD
76183-1111100-0,20220323,1,FINAL,WD
76344-1111100-0,20220323,1,PRODUCTION,WD
76364-1111100-0,20220323,1,Schedule #119,WD
76360-1111111-0,20220324,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220324,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220324,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220324,1,FINAL,WD
76276-1111100-0,20220324,1,FINAL,WD
76279-1111100-0,20220324,1,FINAL,WD
76280-1111100-0,20220324,1,FINAL,WD
7628019-1111100-19,20220324,1,FINAL Southwestern College,WD
76277-1111100-0,20220324,1,FINAL,WD
76183-1111100-0,20220324,1,FINAL,WD
7618311-1111100-11,20220324,1,FINAL Rural 892,WD
76344-1111100-0,20220324,1,PRODUCTION,WD
76364-1111100-0,20220324,1,Schedule #119,WD
76360-1111111-0,20220325,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220325,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220325,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220325,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220325,1,FINAL,WD
76276-1111100-0,20220325,1,FINAL,WD
76279-1111100-0,20220325,1,FINAL,WD
76280-1111100-0,20220325,1,FINAL,WD
7628019-1111100-19,20220325,1,FINAL Southwestern College,WD
76277-1111100-0,20220325,1,FINAL,WD
76183-1111100-0,20220325,1,FINAL,WD
761837-1111100-7,20220325,1,FINAL Rural 888,WD
761839-1111100-9,20220325,1,FINAL Rural 891,WD
76344-1111100-0,20220325,1,PRODUCTION,WD
76364-1111100-0,20220325,1,Schedule #119,WD
76360-1111111-0,20220326,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220326,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220326,1,FINAL,SA
76274-0000010-0,20220326,1,FINAL,SA
76281-0000010-0,20220326,1,FINAL,SA
76346-0000010-0,20220326,1,PRODUCTION,SA
76365-0000010-0,20220326,1,Schedule #119,SA
76360-1111111-0,20220327,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220327,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220327,1,FINAL,SU
76282-0000001-0,20220327,1,FINAL,SU
76348-0000001-0,20220327,1,PRODUCTION,SU
76366-0000001-0,20220327,1,Schedule #119,SU
76360-1111111-0,20220328,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220328,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220328,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220328,1,FINAL,WD
76276-1111100-0,20220328,1,FINAL,WD
76279-1111100-0,20220328,1,FINAL,WD
76280-1111100-0,20220328,1,FINAL,WD
7628019-1111100-19,20220328,1,FINAL Southwestern College,WD
76277-1111100-0,20220328,1,FINAL,WD
76183-1111100-0,20220328,1,FINAL,WD
761837-1111100-7,20220328,1,FINAL Rural 888,WD
76344-1111100-0,20220328,1,PRODUCTION,WD
7634421-1111100-21,20220328,1,PRODUCTION UCSD,WD
76364-1111100-0,20220328,1,Schedule #119,WD
76360-1111111-0,20220329,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220329,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220329,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220329,1,FINAL,WD
76276-1111100-0,20220329,1,FINAL,WD
76279-1111100-0,20220329,1,FINAL,WD
76280-1111100-0,20220329,1,FINAL,WD
7628019-1111100-19,20220329,1,FINAL Southwestern College,WD
76277-1111100-0,20220329,1,FINAL,WD
76183-1111100-0,20220329,1,FINAL,WD
76344-1111100-0,20220329,1,PRODUCTION,WD
7634421-1111100-21,20220329,1,PRODUCTION UCSD,WD
76364-1111100-0,20220329,1,Schedule #119,WD
76360-1111111-0,20220330,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220330,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220330,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220330,1,FINAL,WD
76276-1111100-0,20220330,1,FINAL,WD
76279-1111100-0,20220330,1,FINAL,WD
76280-1111100-0,20220330,1,FINAL,WD
7628019-1111100-19,20220330,1,FINAL Southwestern College,WD
76277-1111100-0,20220330,1,FINAL,WD
76183-1111100-0,20220330,1,FINAL,WD
76344-1111100-0,20220330,1,PRODUCTION,WD
7634421-1111100-21,20220330,1,PRODUCTION UCSD,WD
76364-1111100-0,20220330,1,Schedule #119,WD
76360-1111111-0,20220331,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220331,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220331,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220331,1,FINAL,WD
76276-1111100-0,20220331,1,FINAL,WD
76279-1111100-0,20220331,1,FINAL,WD
76280-1111100-0,20220331,1,FINAL,WD
76277-1111100-0,20220331,1,FINAL,WD
76183-1111100-0,20220331,1,FINAL,WD
7618311-1111100-11,20220331,1,FINAL Rural 892,WD
76344-1111100-0,20220331,1,PRODUCTION,WD
7634421-1111100-21,20220331,1,PRODUCTION UCSD,WD
76364-1111100-0,20220331,1,Schedule #119,WD
76360-1111111-0,20220401,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220401,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220401,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220401,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220401,1,FINAL,WD
76276-1111100-0,20220401,1,FINAL,WD
76279-1111100-0,20220401,1,FINAL,WD
76280-1111100-0,20220401,1,FINAL,WD
76277-1111100-0,20220401,1,FINAL,WD
76183-1111100-0,20220401,1,FINAL,WD
761837-1111100-7,20220401,1,FINAL Rural 888,WD
761839-1111100-9,20220401,1,FINAL Rural 891,WD
76344-1111100-0,20220401,1,PRODUCTION,WD
7634421-1111100-21,20220401,1,PRODUCTION UCSD,WD
76364-1111100-0,20220401,1,Schedule #119,WD
76360-1111111-0,20220402,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220402,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220402,1,FINAL,SA
76274-0000010-0,20220402,1,FINAL,SA
76281-0000010-0,20220402,1,FINAL,SA
76346-0000010-0,20220402,1,PRODUCTION,SA
76365-0000010-0,20220402,1,Schedule #119,SA
76360-1111111-0,20220403,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220403,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220403,1,FINAL,SU
76282-0000001-0,20220403,1,FINAL,SU
76348-0000001-0,20220403,1,PRODUCTION,SU
76366-0000001-0,20220403,1,Schedule #119,SU
76360-1111111-0,20220404,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220404,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220404,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220404,1,FINAL,WD
76276-1111100-0,20220404,1,FINAL,WD
76279-1111100-0,20220404,1,FINAL,WD
76280-1111100-0,20220404,1,FINAL,WD
7628019-1111100-19,20220404,1,FINAL Southwestern College,WD
7628029-1111100-29,20220404,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220404,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220404,1,FINAL,WD
76183-1111100-0,20220404,1,FINAL,WD
761837-1111100-7,20220404,1,FINAL Rural 888,WD
76344-1111100-0,20220404,1,PRODUCTION,WD
7634421-1111100-21,20220404,1,PRODUCTION UCSD,WD
76364-1111100-0,20220404,1,Schedule #119,WD
76360-1111111-0,20220405,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220405,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220405,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220405,1,FINAL,WD
76276-1111100-0,20220405,1,FINAL,WD
76279-1111100-0,20220405,1,FINAL,WD
76280-1111100-0,20220405,1,FINAL,WD
7628019-1111100-19,20220405,1,FINAL Southwestern College,WD
7628029-1111100-29,20220405,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220405,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220405,1,FINAL,WD
76183-1111100-0,20220405,1,FINAL,WD
76344-1111100-0,20220405,1,PRODUCTION,WD
7634421-1111100-21,20220405,1,PRODUCTION UCSD,WD
76364-1111100-0,20220405,1,Schedule #119,WD
76360-1111111-0,20220406,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220406,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220406,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220406,1,FINAL,WD
76276-1111100-0,20220406,1,FINAL,WD
76279-1111100-0,20220406,1,FINAL,WD
76280-1111100-0,20220406,1,FINAL,WD
7628019-1111100-19,20220406,1,FINAL Southwestern College,WD
7628029-1111100-29,20220406,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220406,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220406,1,FINAL,WD
76183-1111100-0,20220406,1,FINAL,WD
76344-1111100-0,20220406,1,PRODUCTION,WD
7634421-1111100-21,20220406,1,PRODUCTION UCSD,WD
76364-1111100-0,20220406,1,Schedule #119,WD
76360-1111111-0,20220407,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220407,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220407,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220407,1,FINAL,WD
76276-1111100-0,20220407,1,FINAL,WD
76279-1111100-0,20220407,1,FINAL,WD
76280-1111100-0,20220407,1,FINAL,WD
7628019-1111100-19,20220407,1,FINAL Southwestern College,WD
7628029-1111100-29,20220407,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220407,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220407,1,FINAL,WD
76183-1111100-0,20220407,1,FINAL,WD
7618311-1111100-11,20220407,1,FINAL Rural 892,WD
76344-1111100-0,20220407,1,PRODUCTION,WD
7634421-1111100-21,20220407,1,PRODUCTION UCSD,WD
76364-1111100-0,20220407,1,Schedule #119,WD
76360-1111111-0,20220408,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220408,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220408,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220408,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220408,1,FINAL,WD
76276-1111100-0,20220408,1,FINAL,WD
76279-1111100-0,20220408,1,FINAL,WD
76280-1111100-0,20220408,1,FINAL,WD
7628019-1111100-19,20220408,1,FINAL Southwestern College,WD
7628029-1111100-29,20220408,1,FINAL San Ysidro High School,WD
76277-1111100-0,20220408,1,FINAL,WD
76183-1111100-0,20220408,1,FINAL,WD
761837-1111100-7,20220408,1,FINAL Rural 888,WD
761839-1111100-9,20220408,1,FINAL Rural 891,WD
76344-1111100-0,20220408,1,PRODUCTION,WD
7634421-1111100-21,20220408,1,PRODUCTION UCSD,WD
76364-1111100-0,20220408,1,Schedule #119,WD
76360-1111111-0,20220409,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220409,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220409,1,FINAL,SA
76274-0000010-0,20220409,1,FINAL,SA
76281-0000010-0,20220409,1,FINAL,SA
76346-0000010-0,20220409,1,PRODUCTION,SA
76365-0000010-0,20220409,1,Schedule #119,SA
76360-1111111-0,20220410,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220410,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220410,1,FINAL,SU
